SMILES,pCHEMBL,Molecular Weight,logP,pCHEMBL_norm
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)n1,6.6,475.87,1.23,0.3714285714285714
CCC(C)n1c(Br)nc2c(N)ncnc21,6.41,270.13,2.14,0.3442857142857143
Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(N[C@@H]5CCOC5)ncnc43)[C@H](O)[C@@H]2O)n1,4.54,415.45,0.16,0.0771428571428571
OC[C@H]1O[C@@H](n2cnc3c(NCc4cccnc4)ncnc32)[C@H](O)[C@@H]1O,5.64,358.36,-0.56,0.2342857142857142
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccn4)cc3)nc2n(CCCOC)c1=O,6.77,478.51,2.02,0.3957142857142856
Oc1cc(-c2ccccc2)nc2nc(Oc3ccccc3)ccc12,5.32,314.34,4.79,0.1885714285714286
COCCn1c(=O)c2c(nc(Cc3c(F)cccc3F)n2C)n(Cc2ccco2)c1=O,6.31,430.41,2.05,0.3299999999999999
Cc1cc(C)n(-c2cc(NC(=O)CN3CCC[C@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,8.0,451.58,3.06,0.5714285714285714
Cn1c(-c2cccc(F)c2)nc2c(N)nc(C#CC(C)(C)O)nc21,8.04,325.35,1.87,0.5771428571428571
CCCn1c(=O)c2nn(C3CCCCC3)nc2n(CCC)c1=O,4.66,319.41,2.08,0.0942857142857143
Cc1ccc2c(O)cc(-c3cccc([N+](=O)[O-])c3)nc2n1,6.24,281.27,3.22,0.32
O=C(O)c1cnc(NCC2CCCCC2)n2nc(-c3ccco3)nc12,4.47,341.37,3.07,0.0671428571428571
C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.05,385.42,0.48,0.2928571428571428
Cn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,7.25,379.41,2.51,0.4642857142857143
CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(Cl)c4F)c3)[nH]c2n(CCC)c1=O,6.06,444.9,3.41,0.2942857142857142
COc1cc2c(cc1OC)C(Cc1ccccc1)N(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.64,550.62,4.18,0.6628571428571429
Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]nnc4c3)c2n1,7.92,333.32,1.38,0.5599999999999999
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@@H]3C[C@H]4CC[C@H]3C4)nc(Cl)nc21,5.39,375.86,1.99,0.1985714285714285
CC1CCC(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,6.21,331.42,1.22,0.3157142857142857
CCOC(=O)c1cnc(NC(=O)Nc2ccccc2)n2nc(-c3ccco3)nc12,8.32,392.38,3.21,0.6171428571428572
Cn1c(-c2ccccc2Cl)nc2c(NC3CCCC3)ncnc21,5.51,327.82,4.04,0.2157142857142857
COc1ccc(-n2c(C(=O)c3sc(Nc4ccc(Cl)cc4)nc3C)cnc2N)cc1,4.99,439.93,4.86,0.1414285714285714
COc1cccc2c(C(=O)NCc3cccc4cccnc34)nc(N)nc12,9.7,359.39,2.7,0.8142857142857142
Cn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,6.85,442.36,3.93,0.4071428571428571
C#CCn1c(=O)c2c(nc3n2CCCN3CC2CCCO2)n(C)c1=O,5.96,343.39,-0.08,0.2799999999999999
CCn1c(-c2ccccc2)nc2c(NC3CCCC3)ncnc21,6.48,307.4,3.87,0.3542857142857143
Cc1csc(-c2nc(N)c3cc(Cc4ccccc4Cl)sc3n2)n1,8.16,372.91,4.95,0.5942857142857143
CN1C(=O)C2Nc3cnccc3C2N(C)C1=O,5.0,232.24,0.44,0.1428571428571428
C[C@@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.75,385.42,0.48,0.25
CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,7.1,446.47,4.19,0.4428571428571428
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@@H](C)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1,7.25,496.53,0.46,0.4642857142857143
Cc1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1,6.01,311.41,3.74,0.2871428571428571
O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CC1,6.64,315.38,4.16,0.3771428571428571
Nc1nc2c(cnn2CCc2ccc(OCc3ccccc3)cc2)c2nc(-c3ccco3)nn12,7.05,451.49,4.14,0.4357142857142856
Nc1nc(-c2cccnc2)cc2nn(Cc3ccccc3)c(=O)n12,6.1,318.34,1.58,0.2999999999999999
Nc1nc(-c2ccco2)nc2sc(CNC3CC3)cc12,7.44,286.36,2.79,0.4914285714285715
COCCN1C(=O)c2[nH]nc(-c3ccccc3O)c2C1c1ccc(F)cc1,5.91,367.38,3.11,0.2728571428571428
Nc1ccc(-c2cccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2)s1,5.97,567.67,2.15,0.2814285714285714
CCCCCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.3,343.39,3.16,0.4714285714285714
Cn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,6.71,449.47,4.12,0.3871428571428571
O[C@H]1[C@@H](O)C[C@@]2(n3cnc4c(NC5CCCCC5)nc(Cl)nc43)C[C@@H]12,5.57,363.85,2.06,0.2242857142857143
COc1cc(Nc2nc3c(N4CCC[C@H]4CO)ncnc3s2)cc(OC)c1OC,6.48,417.49,2.82,0.3542857142857143
CCCSc1nc(NC(C)=O)cc(OCc2ccccc2Cl)n1,5.38,351.86,4.17,0.1971428571428571
COc1cc2c(cc1OC)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C(C)C2,8.72,474.53,2.78,0.6742857142857144
CCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,5.43,273.25,1.51,0.2042857142857142
Cc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1,6.64,274.33,3.46,0.3771428571428571
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(Cl)ccc4OCC(N)=O)nc(Cl)nc31)[C@H](O)[C@@H]2O,6.1,536.38,0.64,0.2999999999999999
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,5.3,268.36,4.83,0.1857142857142857
Cc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,8.22,305.34,3.03,0.602857142857143
CCCn1c(-c2ccco2)nc2c(N)nc(NCCc3ccccc3)nc21,7.85,362.44,3.73,0.5499999999999999
CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.4,471.31,5.09,0.3428571428571429
C#CCn1c(=O)c2[nH]c(Cc3cccs3)nc2n(Cc2ccco2)c1=O,6.35,366.4,1.81,0.3357142857142857
Nc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.44,367.37,-0.58,0.3485714285714286
O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Oc1ccccc1)N2,4.6,426.41,3.68,0.0857142857142856
O=C1NCCC12O[C@@H](n1cnc3c(NCc4cccc(I)c4)ncnc31)[C@H](O)[C@@H]2O,4.53,522.3,0.55,0.0757142857142857
COc1ccc(NC(=O)Nc2nc3cn(C)cc3c3nc(-c4ccco4)nn23)cc1,6.3,403.4,3.53,0.3285714285714285
COc1ccc(NC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1,7.19,460.5,4.43,0.4557142857142858
O=C(COc1ccc(-c2cc3c([nH]2)c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1)N1CCc2ccccc2C1,6.62,524.62,3.94,0.3742857142857143
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,6.5,238.25,1.63,0.3571428571428571
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccn5)CC4)cc3)cc2n(C)c1=O,6.15,474.52,1.35,0.3071428571428572
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)C4CCCC4)nc32)[C@H](O)[C@@H]1O,6.82,458.52,-0.08,0.4028571428571429
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NCC(F)(F)F)[C@@H](O)[C@H]1O,6.75,362.27,-1.29,0.3928571428571428
CCc1cn([C@H]2C[C@@H](n3cnc4c(NCC(CC)CC)nc(NCCc5cn(CC)cn5)nc43)[C@H](O)[C@@H]2O)nn1,7.32,551.7,2.61,0.4742857142857143
Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21,6.83,376.42,1.75,0.4042857142857143
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2cccnc2)s1)c1ccco1,6.26,375.41,4.28,0.3228571428571428
CONc1nc(C#Cc2ccncc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.2,398.38,-0.79,0.1714285714285714
O=C(Cc1cccs1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,8.06,469.53,4.22,0.5800000000000001
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(NCCc3ccccn3)ccc1C2=O,9.05,393.45,3.99,0.7214285714285715
Nc1nc(-c2ccc(F)cc2)c2c(n1)-c1cc(CNN3CCCCC3)ccc1C2=O,8.0,403.46,3.57,0.5714285714285714
CCCn1c(Br)nc2c(NCc3ccccc3)ncnc21,5.93,346.23,3.61,0.2757142857142857
COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N(C)C)cnc21,6.91,406.45,2.29,0.4157142857142857
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccccn3)n2)n1,7.59,406.49,1.53,0.5128571428571428
CCCn1c(-c2ccco2)nc2c(NCc3ccccc3)ncnc21,7.1,333.4,4.11,0.4428571428571428
CCCCn1cnc2c1c(=O)n(C)c(=O)n2CCC,5.51,264.33,1.11,0.2157142857142857
Cc1ccc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1,6.93,285.35,4.18,0.4185714285714285
CC(=O)Nc1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,5.17,336.35,2.22,0.1671428571428571
C#CCCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1,5.15,533.03,2.67,0.1642857142857143
CCCn1c(=O)c2c(cc(-c3ccc(OC)cc3)n2O)n(CCC)c1=O,6.2,357.41,2.7,0.3142857142857143
CCOC(=O)c1cnc(N2CCOCC2)n2nc(-c3ccco3)nc12,4.75,343.34,1.4,0.1071428571428571
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)N3CCC(c4cccc(C(F)(F)F)c4)CC3)sc12,6.62,520.58,6.11,0.3742857142857143
CCc1nc2[nH]ncc2c2nc(-c3ccccc3)nn12,6.51,264.29,2.23,0.3585714285714285
Cn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5nc6cc(Cl)ccc6s5)CC4)cc3)cc2n(C)c1=O,5.0,593.11,4.0,0.1428571428571428
Cc1ccc(C(=O)c2nc(N)nc3ccsc23)s1,6.66,275.36,2.87,0.38
O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.13,527.59,5.7,0.4471428571428571
Cc1ccc2c(O)cc(-c3ccc(F)cc3)nc2n1,6.2,254.26,3.45,0.3142857142857143
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3c(Br)cc(Br)cc3Br)cc2c2nc(-c3ccco3)nn12,5.44,735.62,7.56,0.2057142857142857
CCN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.05,468.51,2.89,0.7214285714285715
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.96,345.37,2.56,0.7085714285714287
Cc1cnc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)s1,8.07,341.38,2.42,0.5814285714285715
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.46,376.21,2.57,0.4942857142857143
CCN(Cc1ccccc1)C(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,6.05,446.51,2.66,0.2928571428571428
CCOC(=O)c1cnc(NCCN)n2nc(-c3ccco3)nc12,6.08,316.32,0.93,0.2971428571428571
N#Cc1cccc(-c2nc(N)c3cc(CN4CCOCC4)sc3n2)c1,7.44,351.44,2.64,0.4914285714285715
CC(=O)Nc1ccc(-c2ccncc2)c(-c2cccc(F)c2)n1,6.54,307.33,3.91,0.3628571428571429
COc1c(C(=O)Nc2nccs2)ccc(NC(=O)CC(C)(C)C)c1F,7.92,365.43,3.92,0.5599999999999999
O=C(Nc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,8.02,439.26,5.49,0.5742857142857142
CONc1nc(C#Cc2ccc(F)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.4,415.38,-0.05,0.2
Cc1ccc(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-n3cccn3)n2)o1,6.87,381.44,1.42,0.41
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(CNC(=O)NCCN(C(C)C)C(C)C)nc32)[C@H](O)[C@@H]1O,7.96,687.85,2.74,0.5657142857142857
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5cccc(F)c5F)CC4)nc32)[C@H](O)[C@@H]1O,8.26,547.57,-0.32,0.6085714285714285
Nc1nc(OCCc2cccs2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.96,393.43,-0.3,0.5657142857142857
c1ccc(-c2cc(-c3ccccc3)c3nc(C4CCCCC4)[nH]c3n2)cc1,6.71,353.47,6.34,0.3871428571428571
CCN[C@@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1,8.42,423.52,2.47,0.6314285714285715
Nc1nc(NC2CCCCC2)nc2nc(-c3ccco3)nn12,8.45,299.34,2.11,0.6357142857142856
CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)nc2c1=O,6.79,439.5,1.97,0.3985714285714286
CCOc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,5.21,284.28,1.67,0.1728571428571428
COc1cccc(-c2n[nH]c(Cc3cccc([N+](=O)[O-])c3)n2)c1,7.1,310.31,2.98,0.4428571428571428
CCCn1c(-c2ccco2)nc2c(N)nc(NCc3ccccc3)nc21,8.18,348.41,3.69,0.5971428571428571
CCn1cnc2c(CNC(=O)c3nc(N)nc4c(F)cccc34)cccc21,8.51,364.38,2.65,0.6442857142857142
NCCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,8.2,517.59,2.57,0.5999999999999999
Nc1nc2ccccc2c2cn(-c3ccccc3)nc12,6.48,260.3,3.16,0.3542857142857143
C#CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@@H]3[C@H](O)[C@H](O)[C@]4(C(=O)NC)C[C@H]34)c2n1,5.36,519.01,2.28,0.1942857142857143
N=C(NC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O)Nc1nc2ccccc2o1,5.4,453.46,3.2,0.2
COc1cccnc1CNC(=O)c1nc(N)nc2c(OC)cccc12,8.52,339.36,1.55,0.6457142857142857
Cn1cc2c(nc(NC(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.05,421.46,4.47,0.2928571428571428
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(OCCc4c[nH]c5ccccc45)nc32)[C@H](O)[C@@H]1O,6.6,467.49,0.27,0.3714285714285714
Nc1nc(-c2ccccc2)nc(-c2ccccc2O)n1,7.37,264.29,2.49,0.4814285714285714
CCOC(=O)c1cnc(NCc2ccc(OC)cc2)n2nc(-c3ccco3)nc12,6.85,393.4,3.18,0.4071428571428571
Cc1ccc(C(=O)c2nc(NCc3ccccn3)nc3ccsc23)s1,6.73,366.47,4.3,0.39
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(-c5ccccc5)cc4)cc3)cc2n(CCC)c1=O,7.16,536.63,5.66,0.4514285714285714
Nc1nc(-c2ccco2)c2cnn(Cc3cccc(Cl)c3)c2n1,9.0,325.76,3.37,0.7142857142857143
N#Cc1c(-c2ccccc2)cc(-c2ccco2)nc1N,7.96,261.28,3.46,0.5657142857142857
Nc1nc(NCc2cccnc2)nc2sc(-c3ccco3)nc12,10.96,324.37,2.94,0.9942857142857144
CNc1ncnc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CCC2)[C@@H](O)[C@H]1O,6.97,364.43,-0.13,0.4242857142857142
CCC1CN2C(=O)N(Cc3ccccc3)c3nc(-c4cc(OCc5ccccc5)nn4C)[nH]c3C2=N1,5.67,481.56,4.37,0.2385714285714285
COc1ccccc1CNc1nc(N)c2nc(-c3ccccc3)sc2n1,8.33,363.45,3.96,0.6185714285714285
OC1CS[C@@H](n2cnc3c(NCc4cccc(F)c4)nc(Cl)nc32)[C@H]1O,8.13,395.85,2.2,0.5900000000000001
COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,9.0,489.54,1.45,0.7142857142857143
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O,6.84,512.57,1.75,0.4057142857142857
CC(=O)Nc1cc(N2CCCCC2)nc(-n2nc(C)cc2C)n1,7.11,314.39,2.23,0.4442857142857143
COc1cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc(OC)c1,9.0,444.5,3.54,0.7142857142857143
Nc1nc(-c2ccccn2)c2cnn(Cc3ccccc3F)c2n1,7.92,320.33,2.66,0.5599999999999999
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(OC)ccc4OC)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.0,488.93,1.14,0.1428571428571428
CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(OC)cc4)c3)[nH]c2n(CCC)c1=O,7.21,422.49,2.63,0.4585714285714286
Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NCC2CC2)[C@@H](O)[C@H]1O,5.41,489.0,2.26,0.2014285714285714
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCC(c4ccccc4)c4ccccc4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.8,519.01,2.75,0.2571428571428571
Cn1cc2c(nc(NCCc3c[nH]c4ccccc34)n3nc(-c4ccco4)nc23)n1,7.11,398.43,3.41,0.4442857142857143
CNc1ncc(C(=O)OCc2cccc(OC)c2)c2nc(-c3ccco3)nn12,7.83,379.38,2.79,0.5471428571428572
CCCC(=O)Nc1nc(-c2ccccc2F)cc(-c2ccccc2F)n1,6.19,353.37,4.83,0.3128571428571429
CC(C)C/C=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.96,365.39,-0.54,0.2799999999999999
CCCn1c(-c2ccccc2)nc2c(NC3CCOC3)ncnc21,5.77,323.4,3.1,0.2528571428571428
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(-n4cccn4)cc3)sc12,7.18,435.51,4.12,0.4542857142857142
CCCn1c(=O)c2c(nnn2C2CCCCC2)n(CCC)c1=O,4.64,319.41,2.08,0.0914285714285713
Nc1nc2c([N+](=O)[O-])cccc2n2c(=O)n(-c3ccccc3)nc12,7.12,322.28,1.52,0.4457142857142857
Oc1cc(-c2ccccc2)nc2nc(Br)ccc12,7.18,301.14,3.76,0.4542857142857142
Cc1n[nH]c(C)c1S(=O)(=O)N1CCC(C(=O)Nc2nc3c(C)cccc3s2)CC1,6.0,433.56,2.98,0.2857142857142857
Cc1ccc(-c2nc(N)c3nn(-c4ccccc4)cc3n2)o1,7.0,291.31,2.97,0.4285714285714285
Cn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.55,255.24,0.85,0.6500000000000001
C[C@H](Nc1nc(C(=O)N2CCCC2)c2sccc2n1)c1cccnc1,6.33,353.45,3.5,0.3328571428571428
OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.7,517.71,1.31,0.3857142857142857
CCCNc1c(C(=O)OC)cnc2c1cnn2CC(Cl)c1ccccc1,5.12,372.86,4.02,0.16
COc1cccc2c(C(=O)NCc3cccc(C(F)(F)F)n3)nc(N)nc12,9.4,377.33,2.56,0.7714285714285715
CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.64,421.26,1.49,0.5199999999999999
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccccc4)cc3)c(Cl)c2n(CCC)c1=O,7.22,509.01,4.33,0.4599999999999999
Cc1ccsc1/C=C/c1nc(N)nc(-c2ccccc2O)n1,8.46,310.38,3.37,0.6371428571428572
CCNc1nc(-c2cccs2)c2sccc2n1,6.81,261.38,3.85,0.4014285714285713
CC(C)c1ccc(CO[C@@H]2CCCC2Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,5.42,483.57,2.11,0.2028571428571428
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCCO)nc32)[C@H](O)[C@@H]1O,6.19,404.43,-1.25,0.3128571428571429
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.37,432.91,1.11,0.1957142857142857
CCn1c(=O)c2c(nc(/C=C/c3ccc(OCCCC(=O)NCCCCCC(=O)OC)c(OC)c3)n2C)n(CC)c1=O,4.96,583.69,3.12,0.1371428571428571
Cn1c(-c2ccc(F)cc2)nc2c(NC3CCCC3)ncnc21,5.62,311.36,3.52,0.2314285714285714
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(CCc5ccccc5)CC4)cc3)[nH]c2c1=O,6.57,522.63,2.04,0.3671428571428571
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)O)cc2)c2nc(-c3ccco3)nn12,7.0,425.43,1.81,0.4285714285714285
CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,7.17,284.34,3.68,0.4528571428571428
Cc1ccc(-c2nc3c(N)nc(NCc4cccs4)nc3s2)o1,7.47,343.44,3.91,0.4957142857142856
Cc1cccc2sc(NC(=O)CNS(=O)(=O)c3cccs3)nc12,5.8,367.48,2.58,0.2571428571428571
Nc1nc(C(=O)NCc2cccc3cccnc23)c2cc(F)ccc2n1,8.36,347.35,2.83,0.6228571428571428
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc1,9.0,414.47,3.53,0.7142857142857143
